inventory_id,store_id,product_id,current_stock,reorder_level,lead_time_days,stock_status
5027,5,1033,72,30,7,Healthy
5028,4,1144,132,30,10,Healthy
5029,5,1138,283,50,7,Overstock
5030,2,1071,13,25,11,Low Stock
5031,1,1090,88,30,9,Healthy
5032,4,1114,68,30,4,Healthy
5033,5,1012,66,30,9,Healthy
5034,5,1086,5,25,10,Low Stock
5035,2,1082,117,30,7,Healthy
5036,4,1010,148,30,4,Healthy
5037,3,1046,84,30,15,Healthy
5038,2,1083,141,30,11,Healthy
5039,3,1083,15,25,11,Low Stock
5040,6,1017,95,30,15,Healthy
5041,6,1090,86,30,6,Healthy
5042,4,1045,54,30,8,Healthy
5043,5,1111,63,30,9,Healthy
5044,6,1062,0,25,5,Low Stock
5045,4,1103,121,30,14,Healthy
5046,5,1087,85,30,7,Healthy
5047,1,1092,0,25,10,Low Stock
5048,1,1101,66,30,3,Healthy
5049,1,1092,96,30,9,Healthy
5050,2,1068,143,30,7,Healthy
5051,4,1089,97,30,9,Healthy
5052,5,1081,12,25,7,Low Stock
5053,5,1150,56,30,13,Healthy
5054,4,1112,7,25,14,Low Stock
5055,2,1145,109,30,12,Healthy
5056,1,1040,348,50,10,Overstock
5057,3,1124,8,25,7,Low Stock
5058,4,1144,147,30,3,Healthy
5059,5,1015,91,30,15,Healthy
5060,6,1097,77,30,13,Healthy
5061,1,1058,2,25,11,Low Stock
5062,1,1075,137,30,12,Healthy
5063,5,1083,2,25,14,Low Stock
5064,4,1041,75,30,3,Healthy
5065,5,1075,144,30,10,Healthy
5066,3,1022,4,25,6,Low Stock
5067,4,1068,0,25,11,Low Stock
5068,1,1134,101,30,14,Healthy
5069,6,1103,124,30,8,Healthy
5070,1,1101,111,30,11,Healthy
5071,2,1035,8,25,14,Low Stock
5072,3,1097,57,30,10,Healthy
5073,1,1006,139,30,5,Healthy
5074,5,1147,13,25,10,Low Stock
5075,4,1085,204,50,13,Overstock
5076,4,1021,61,30,15,Healthy
5077,4,1072,19,25,14,Low Stock
5078,2,1021,119,30,5,Healthy
5079,3,1144,131,30,6,Healthy
5080,1,1143,441,50,7,Overstock
5081,4,1135,125,30,4,Healthy
5082,1,1035,81,30,6,Healthy
5083,3,1071,105,30,13,Healthy
5084,4,1133,63,30,11,Healthy
5085,2,1106,70,30,7,Healthy
5086,2,1016,125,30,9,Healthy
5087,1,1132,4,25,6,Low Stock
5088,6,1082,145,30,11,Healthy
5089,3,1056,9,25,13,Low Stock
5090,3,1087,74,30,14,Healthy
5091,4,1052,79,30,8,Healthy
5092,4,1060,5,25,15,Low Stock
5093,4,1022,7,25,12,Low Stock
5094,4,1110,12,25,10,Low Stock
5095,2,1007,145,30,13,Healthy
5096,2,1073,148,30,11,Healthy
5097,2,1122,149,30,7,Healthy
5098,5,1104,68,30,13,Healthy
5099,1,1150,15,25,8,Low Stock
5100,4,1012,103,30,11,Healthy
5101,3,1109,122,30,13,Healthy
5102,1,1012,140,30,15,Healthy
5103,3,1141,8,25,11,Low Stock
5104,2,1101,78,30,10,Healthy
5105,4,1127,348,50,6,Overstock
5106,3,1044,133,30,13,Healthy
5107,1,1122,19,25,11,Low Stock
5108,4,1017,20,25,4,Low Stock
5109,3,1139,130,30,12,Healthy
5110,5,1081,60,30,3,Healthy
5111,5,1036,127,30,12,Healthy
5112,1,1048,90,30,9,Healthy
5113,6,1026,14,25,3,Low Stock
5114,5,1139,55,30,11,Healthy
5115,5,1097,10,25,6,Low Stock
5116,1,1121,9,25,3,Low Stock
5117,4,1034,15,25,13,Low Stock
5118,4,1076,14,25,12,Low Stock
5119,3,1070,13,25,8,Low Stock
5120,6,1053,64,30,6,Healthy
5121,2,1078,127,30,11,Healthy
5122,5,1003,103,30,14,Healthy
5123,2,1052,0,25,4,Low Stock
5124,1,1054,112,30,8,Healthy
5125,6,1059,2,25,15,Low Stock
5126,3,1117,107,30,9,Healthy
5127,6,1108,128,30,7,Healthy
5128,2,1136,69,30,14,Healthy
5129,4,1097,20,25,6,Low Stock
5130,3,1111,480,50,6,Overstock
5131,1,1110,126,30,8,Healthy
5132,4,1045,85,30,11,Healthy
5133,2,1122,108,30,13,Healthy
5134,5,1017,2,25,13,Low Stock
5135,2,1014,64,30,13,Healthy
5136,6,1090,132,30,9,Healthy
5137,6,1139,102,30,11,Healthy
5138,3,1077,93,30,4,Healthy
5139,5,1077,264,50,11,Overstock
5140,5,1043,72,30,6,Healthy
5141,2,1031,20,25,9,Low Stock
5142,4,1004,71,30,12,Healthy
5143,6,1099,105,30,3,Healthy
5144,6,1017,90,30,3,Healthy
5145,2,1081,127,30,8,Healthy
5146,3,1031,273,50,14,Overstock
5147,4,1131,81,30,4,Healthy
5148,4,1059,53,30,9,Healthy
5149,6,1050,51,30,7,Healthy
5150,6,1126,80,30,15,Healthy
5151,4,1033,18,25,9,Low Stock
5152,2,1079,134,30,9,Healthy
5153,5,1046,135,30,7,Healthy
5154,6,1104,122,30,5,Healthy
5155,5,1016,91,30,10,Healthy
5156,5,1048,108,30,15,Healthy
5157,5,1143,11,25,9,Low Stock
5158,3,1004,117,30,14,Healthy
5159,2,1053,136,30,3,Healthy
5160,5,1012,81,30,14,Healthy
5161,3,1037,14,25,8,Low Stock
5162,5,1042,493,50,4,Overstock
5163,4,1064,50,30,13,Healthy
5164,6,1097,148,30,3,Healthy
5165,2,1125,114,30,14,Healthy
5166,3,1051,69,30,3,Healthy
5167,1,1070,95,30,5,Healthy
5168,3,1042,84,30,4,Healthy
5169,5,1111,82,30,10,Healthy
5170,2,1061,19,25,13,Low Stock
5171,6,1118,6,25,9,Low Stock
5172,1,1015,80,30,9,Healthy
5173,4,1109,50,30,5,Healthy
5174,3,1042,98,30,7,Healthy
5175,1,1143,112,30,13,Healthy
5176,2,1087,142,30,15,Healthy
5177,5,1107,1,25,4,Low Stock
5178,3,1131,103,30,12,Healthy
5179,1,1036,150,30,14,Healthy
5180,3,1150,148,30,11,Healthy
5181,2,1142,395,50,6,Overstock
5182,1,1007,111,30,15,Healthy
5183,5,1102,62,30,4,Healthy
5184,1,1146,63,30,4,Healthy
5185,3,1097,81,30,15,Healthy
5186,1,1112,140,30,15,Healthy
5187,1,1116,471,50,7,Overstock
5188,5,1034,306,50,4,Overstock
5189,2,1076,130,30,4,Healthy
5190,5,1029,13,25,11,Low Stock
5191,3,1031,138,30,11,Healthy
5192,6,1051,60,30,15,Healthy
5193,6,1101,56,30,15,Healthy
5194,3,1044,58,30,3,Healthy
5195,5,1058,67,30,14,Healthy
5196,3,1090,314,50,11,Overstock
5197,4,1036,423,50,5,Overstock
5198,2,1002,54,30,12,Healthy
5199,2,1026,131,30,10,Healthy
5200,2,1069,64,30,5,Healthy
5201,4,1013,239,50,15,Overstock
5202,5,1150,120,30,11,Healthy
5203,4,1102,80,30,5,Healthy
5204,6,1037,128,30,3,Healthy
5205,2,1029,105,30,13,Healthy
5206,3,1092,19,25,11,Low Stock
5207,3,1145,9,25,12,Low Stock
5208,5,1117,74,30,11,Healthy
5209,6,1069,1,25,10,Low Stock
5210,2,1019,53,30,14,Healthy
5211,2,1112,291,50,8,Overstock
5212,4,1074,83,30,5,Healthy
5213,5,1091,120,30,4,Healthy
5214,3,1016,12,25,14,Low Stock
5215,3,1073,19,25,3,Low Stock
5216,1,1107,2,25,9,Low Stock
5217,6,1012,99,30,10,Healthy
5218,5,1112,119,30,14,Healthy
5219,1,1005,148,30,8,Healthy
5220,2,1001,5,25,10,Low Stock
5221,4,1091,93,30,13,Healthy
5222,5,1087,145,30,15,Healthy
5223,6,1087,72,30,12,Healthy
5224,2,1055,149,30,9,Healthy
5225,1,1119,148,30,10,Healthy
5226,6,1111,92,30,3,Healthy
5227,6,1022,19,25,11,Low Stock
5228,4,1056,69,30,9,Healthy
5229,3,1108,86,30,8,Healthy
5230,4,1082,8,25,13,Low Stock
5231,5,1085,74,30,5,Healthy
5232,5,1111,262,50,5,Overstock
5233,5,1073,79,30,5,Healthy
5234,4,1085,143,30,7,Healthy
5235,5,1073,149,30,10,Healthy
5236,2,1075,71,30,4,Healthy
5237,1,1110,141,30,14,Healthy
5238,2,1146,113,30,6,Healthy
5239,6,1059,132,30,9,Healthy
5240,3,1016,100,30,14,Healthy
5241,5,1046,323,50,12,Overstock
5242,3,1013,392,50,7,Overstock
5243,2,1073,266,50,13,Overstock
5244,5,1002,146,30,7,Healthy
5245,1,1002,135,30,11,Healthy
5246,4,1093,140,30,15,Healthy
5247,5,1081,12,25,15,Low Stock
5248,3,1083,111,30,4,Healthy
5249,2,1115,123,30,6,Healthy
5250,4,1108,96,30,15,Healthy
5251,4,1043,123,30,14,Healthy
5252,6,1043,410,50,8,Overstock
5253,5,1094,86,30,14,Healthy
5254,4,1030,68,30,11,Healthy
5255,3,1067,7,25,10,Low Stock
5256,3,1115,91,30,11,Healthy
5257,5,1100,15,25,7,Low Stock
5258,6,1140,99,30,9,Healthy
5259,6,1093,107,30,9,Healthy
5260,6,1143,3,25,7,Low Stock
5261,6,1013,52,30,8,Healthy
5262,4,1044,89,30,15,Healthy
5263,5,1099,70,30,15,Healthy
5264,3,1042,122,30,5,Healthy
5265,6,1052,215,50,15,Overstock
5266,1,1003,54,30,12,Healthy
5267,4,1137,67,30,4,Healthy
5268,6,1008,109,30,3,Healthy
5269,4,1106,1,25,6,Low Stock
5270,2,1046,138,30,8,Healthy
5271,6,1101,88,30,5,Healthy
5272,2,1134,119,30,7,Healthy
5273,2,1116,126,30,5,Healthy
5274,6,1065,55,30,10,Healthy
5275,5,1072,0,25,5,Low Stock
5276,1,1093,120,30,8,Healthy
5277,1,1137,95,30,12,Healthy
5278,2,1060,102,30,13,Healthy
5279,4,1016,133,30,15,Healthy
5280,5,1030,101,30,4,Healthy
5281,5,1023,50,30,10,Healthy
5282,4,1050,137,30,8,Healthy
5283,3,1090,71,30,8,Healthy
5284,6,1134,121,30,7,Healthy
5285,2,1007,95,30,9,Healthy
5286,3,1020,20,25,13,Low Stock
5287,5,1085,17,25,12,Low Stock
5288,6,1076,108,30,8,Healthy
5289,6,1053,331,50,10,Overstock
5290,6,1023,125,30,3,Healthy
5291,5,1112,118,30,13,Healthy
5292,6,1008,118,30,15,Healthy
5293,1,1013,86,30,7,Healthy
5294,5,1081,3,25,7,Low Stock
5295,4,1038,99,30,8,Healthy
5296,6,1080,69,30,9,Healthy
5297,1,1086,106,30,7,Healthy
5298,4,1074,73,30,3,Healthy
5299,1,1004,263,50,11,Overstock
5300,3,1022,3,25,5,Low Stock
5301,3,1141,61,30,12,Healthy
5302,6,1136,101,30,7,Healthy
5303,2,1075,110,30,7,Healthy
5304,1,1092,14,25,15,Low Stock
5305,5,1037,132,30,14,Healthy
5306,2,1066,80,30,7,Healthy
5307,6,1128,79,30,5,Healthy
5308,1,1022,140,30,15,Healthy
5309,2,1064,85,30,15,Healthy
5310,2,1071,117,30,6,Healthy
5311,3,1092,107,30,9,Healthy
5312,5,1022,56,30,15,Healthy
5313,3,1041,472,50,10,Overstock
5314,2,1144,138,30,6,Healthy
5315,4,1148,87,30,6,Healthy
5316,1,1094,120,30,13,Healthy
5317,2,1057,125,30,6,Healthy
5318,5,1134,127,30,5,Healthy
5319,5,1117,51,30,13,Healthy
5320,2,1008,145,30,15,Healthy
5321,6,1141,54,30,7,Healthy
5322,3,1136,59,30,9,Healthy
5323,2,1088,150,30,8,Healthy
5324,5,1109,104,30,9,Healthy
5325,5,1080,9,25,15,Low Stock
5326,1,1145,67,30,4,Healthy
5327,6,1119,117,30,10,Healthy
5328,3,1038,81,30,3,Healthy
5329,2,1146,10,25,4,Low Stock
5330,4,1080,84,30,13,Healthy
5331,6,1111,18,25,11,Low Stock
5332,6,1036,51,30,12,Healthy
5333,6,1139,145,30,14,Healthy
5334,6,1118,386,50,7,Overstock
5335,4,1042,7,25,5,Low Stock
5336,5,1080,0,25,5,Low Stock
5337,4,1150,70,30,4,Healthy
5338,2,1149,146,30,5,Healthy
5339,4,1123,77,30,5,Healthy
5340,5,1045,98,30,15,Healthy
5341,1,1122,460,50,8,Overstock
5342,1,1087,1,25,9,Low Stock
5343,6,1051,280,50,13,Overstock
5344,3,1042,94,30,12,Healthy
5345,4,1075,55,30,3,Healthy
5346,5,1074,137,30,8,Healthy
5347,5,1096,5,25,3,Low Stock
5348,6,1027,83,30,9,Healthy
5349,5,1099,123,30,8,Healthy
5350,2,1026,149,30,13,Healthy
5351,5,1071,76,30,11,Healthy
5352,1,1096,122,30,14,Healthy
5353,2,1093,8,25,6,Low Stock
5354,5,1127,101,30,14,Healthy
5355,2,1110,6,25,7,Low Stock
5356,2,1027,67,30,5,Healthy
5357,5,1048,71,30,5,Healthy
5358,5,1105,90,30,7,Healthy
5359,3,1062,144,30,15,Healthy
5360,2,1004,103,30,5,Healthy
5361,6,1146,201,50,8,Overstock
5362,3,1118,133,30,14,Healthy
5363,3,1145,63,30,9,Healthy
5364,2,1148,59,30,15,Healthy
5365,1,1001,95,30,14,Healthy
5366,1,1147,122,30,11,Healthy
5367,1,1014,2,25,10,Low Stock
5368,3,1092,75,30,7,Healthy
5369,2,1130,9,25,10,Low Stock
5370,4,1125,74,30,15,Healthy
5371,6,1033,120,30,5,Healthy
5372,5,1140,55,30,13,Healthy
5373,4,1023,125,30,12,Healthy
5374,5,1047,106,30,7,Healthy
5375,5,1059,95,30,11,Healthy
5376,2,1110,134,30,7,Healthy
5377,2,1119,120,30,3,Healthy
5378,5,1003,429,50,13,Overstock
5379,3,1043,121,30,9,Healthy
5380,6,1144,106,30,9,Healthy
5381,1,1073,227,50,5,Overstock
5382,5,1047,65,30,8,Healthy
5383,4,1093,99,30,7,Healthy
5384,6,1095,100,30,14,Healthy
5385,1,1101,5,25,14,Low Stock
5386,3,1120,117,30,13,Healthy
5387,1,1083,19,25,10,Low Stock
5388,2,1033,252,50,10,Overstock
5389,1,1123,490,50,6,Overstock
5390,3,1057,127,30,15,Healthy
5391,2,1104,79,30,9,Healthy
5392,5,1086,68,30,10,Healthy
5393,4,1063,220,50,8,Overstock
5394,6,1103,111,30,15,Healthy
5395,6,1016,148,30,4,Healthy
5396,3,1015,148,30,4,Healthy
5397,4,1030,59,30,15,Healthy
5398,1,1035,101,30,15,Healthy
5399,6,1040,97,30,15,Healthy
5400,5,1095,100,30,6,Healthy
5401,5,1077,77,30,3,Healthy
5402,5,1055,15,25,8,Low Stock
5403,3,1068,14,25,15,Low Stock
5404,4,1030,57,30,14,Healthy
5405,5,1111,133,30,10,Healthy
5406,4,1027,3,25,11,Low Stock
5407,4,1016,129,30,13,Healthy
5408,3,1109,81,30,14,Healthy
5409,1,1048,18,25,11,Low Stock
5410,1,1103,108,30,9,Healthy
5411,5,1117,16,25,9,Low Stock
5412,2,1122,128,30,5,Healthy
5413,6,1028,138,30,9,Healthy
5414,1,1124,17,25,11,Low Stock
5415,4,1083,115,30,4,Healthy
5416,3,1118,114,30,15,Healthy
5417,1,1026,114,30,10,Healthy
5418,1,1141,2,25,3,Low Stock
5419,1,1049,62,30,11,Healthy
5420,4,1045,57,30,12,Healthy
5421,5,1130,127,30,5,Healthy
5422,1,1060,145,30,9,Healthy
5423,6,1071,61,30,8,Healthy
5424,1,1008,7,25,11,Low Stock
5425,1,1092,125,30,15,Healthy
5426,2,1130,94,30,13,Healthy
5427,6,1142,423,50,9,Overstock
5428,6,1098,72,30,4,Healthy
5429,1,1127,7,25,3,Low Stock
5430,1,1124,91,30,4,Healthy
5431,1,1075,68,30,10,Healthy
5432,6,1118,124,30,6,Healthy
5433,5,1079,75,30,15,Healthy
5434,4,1136,57,30,12,Healthy
5435,1,1003,17,25,7,Low Stock
5436,5,1025,108,30,8,Healthy
5437,3,1030,53,30,6,Healthy
5438,4,1129,68,30,7,Healthy
5439,1,1073,73,30,13,Healthy
5440,5,1028,111,30,10,Healthy
5441,2,1028,81,30,8,Healthy
5442,3,1015,78,30,5,Healthy
5443,2,1124,66,30,7,Healthy
5444,4,1061,13,25,4,Low Stock
5445,1,1021,79,30,9,Healthy
5446,2,1032,99,30,9,Healthy
5447,6,1020,12,25,5,Low Stock
5448,6,1060,11,25,4,Low Stock
5449,3,1145,123,30,3,Healthy
5450,5,1050,116,30,8,Healthy
5451,2,1017,58,30,5,Healthy
5452,4,1028,134,30,13,Healthy
5453,5,1149,213,50,7,Overstock
5454,1,1086,20,25,4,Low Stock
5455,4,1021,78,30,12,Healthy
5456,5,1024,111,30,15,Healthy
5457,3,1116,10,25,11,Low Stock
5458,1,1013,119,30,10,Healthy
5459,5,1065,114,30,3,Healthy
5460,3,1016,16,25,8,Low Stock
5461,1,1148,81,30,5,Healthy
5462,1,1129,1,25,4,Low Stock
5463,2,1002,147,30,6,Healthy
5464,2,1057,5,25,9,Low Stock
5465,4,1087,149,30,3,Healthy
5466,5,1069,98,30,9,Healthy
5467,4,1090,10,25,15,Low Stock
5468,2,1114,113,30,11,Healthy
5469,2,1085,91,30,3,Healthy
5470,1,1020,149,30,9,Healthy
5471,6,1055,113,30,15,Healthy
5472,1,1077,116,30,4,Healthy
5473,3,1067,103,30,7,Healthy
5474,3,1092,78,30,10,Healthy
5475,6,1123,116,30,8,Healthy
5476,6,1035,400,50,15,Overstock
5477,6,1019,122,30,12,Healthy
5478,6,1136,81,30,5,Healthy
5479,5,1073,5,25,8,Low Stock
5480,6,1125,103,30,11,Healthy
5481,4,1089,14,25,13,Low Stock
5482,5,1084,63,30,11,Healthy
5483,5,1117,52,30,3,Healthy
5484,1,1014,15,25,11,Low Stock
5485,1,1068,120,30,5,Healthy
5486,3,1011,92,30,5,Healthy
5487,4,1065,253,50,8,Overstock
5488,3,1018,7,25,14,Low Stock
5489,2,1117,91,30,6,Healthy
5490,1,1056,70,30,15,Healthy
5491,1,1013,2,25,10,Low Stock
5492,4,1089,11,25,6,Low Stock
5493,2,1008,112,30,12,Healthy
5494,3,1002,16,25,5,Low Stock
5495,6,1141,147,30,14,Healthy
5496,3,1082,8,25,5,Low Stock
5497,1,1028,146,30,11,Healthy
5498,6,1069,70,30,14,Healthy
5499,2,1084,132,30,10,Healthy
5500,1,1012,126,30,5,Healthy
5501,3,1149,113,30,7,Healthy
5502,6,1083,111,30,9,Healthy
5503,4,1139,105,30,13,Healthy
5504,4,1057,264,50,6,Overstock
5505,2,1073,11,25,9,Low Stock
5506,3,1088,73,30,4,Healthy
5507,4,1008,358,50,7,Overstock
5508,4,1099,75,30,10,Healthy
5509,2,1064,63,30,10,Healthy
5510,6,1095,120,30,6,Healthy
5511,1,1139,1,25,9,Low Stock
5512,5,1063,94,30,11,Healthy
5513,6,1103,144,30,13,Healthy
5514,3,1093,236,50,13,Overstock
5515,6,1001,79,30,15,Healthy
5516,1,1105,76,30,13,Healthy
5517,3,1051,102,30,6,Healthy
5518,3,1106,75,30,9,Healthy
5519,5,1002,449,50,11,Overstock
5520,3,1061,135,30,15,Healthy
5521,3,1133,117,30,14,Healthy
5522,3,1114,0,25,14,Low Stock
5523,3,1046,11,25,14,Low Stock
5524,5,1126,78,30,5,Healthy
5525,3,1069,147,30,14,Healthy
5526,3,1123,54,30,9,Healthy
5527,1,1049,55,30,3,Healthy
5528,3,1069,88,30,15,Healthy
5529,5,1035,94,30,6,Healthy
5530,4,1081,138,30,4,Healthy
5531,3,1052,97,30,3,Healthy
5532,1,1087,6,25,9,Low Stock
5533,1,1043,97,30,9,Healthy
5534,2,1121,88,30,5,Healthy
5535,6,1034,436,50,5,Overstock
5536,3,1113,229,50,8,Overstock
5537,4,1117,117,30,6,Healthy
5538,4,1030,86,30,14,Healthy
5539,4,1052,110,30,14,Healthy
5540,2,1130,107,30,4,Healthy
5541,5,1055,128,30,11,Healthy
5542,6,1106,423,50,5,Overstock
5543,5,1129,6,25,5,Low Stock
5544,2,1106,94,30,15,Healthy
5545,3,1032,127,30,3,Healthy
5546,6,1024,123,30,5,Healthy
5547,1,1003,242,50,3,Overstock
5548,6,1127,483,50,3,Overstock
5549,6,1027,100,30,6,Healthy
5550,6,1075,60,30,4,Healthy
5551,1,1044,140,30,14,Healthy
5552,3,1066,0,25,10,Low Stock
5553,2,1014,136,30,13,Healthy
5554,6,1065,131,30,9,Healthy
5555,1,1072,54,30,3,Healthy
5556,6,1140,488,50,11,Overstock
5557,5,1087,8,25,15,Low Stock
5558,3,1093,6,25,11,Low Stock
5559,3,1059,108,30,15,Healthy
5560,4,1110,245,50,10,Overstock
5561,6,1054,91,30,11,Healthy
5562,2,1093,13,25,12,Low Stock
5563,5,1094,72,30,10,Healthy
5564,4,1012,50,30,10,Healthy
5565,2,1148,98,30,15,Healthy
5566,2,1082,84,30,4,Healthy
5567,3,1114,7,25,3,Low Stock
5568,5,1019,73,30,9,Healthy
5569,3,1041,51,30,11,Healthy
5570,6,1105,56,30,15,Healthy
5571,6,1010,70,30,13,Healthy
5572,6,1025,146,30,11,Healthy
5573,6,1026,87,30,15,Healthy
5574,5,1108,60,30,15,Healthy
5575,5,1083,145,30,10,Healthy
5576,4,1046,126,30,11,Healthy
5577,4,1087,438,50,12,Overstock
5578,5,1101,125,30,4,Healthy
5579,1,1026,98,30,13,Healthy
5580,4,1043,244,50,12,Overstock
5581,1,1093,136,30,4,Healthy
5582,6,1147,142,30,15,Healthy
5583,3,1111,120,30,12,Healthy
5584,5,1118,11,25,14,Low Stock
5585,4,1105,76,30,3,Healthy
5586,1,1065,16,25,3,Low Stock
5587,1,1096,1,25,6,Low Stock
5588,3,1150,54,30,15,Healthy
5589,1,1029,98,30,15,Healthy
5590,3,1065,97,30,11,Healthy
5591,1,1025,140,30,4,Healthy
5592,4,1115,82,30,6,Healthy
5593,2,1089,97,30,5,Healthy
5594,4,1120,8,25,5,Low Stock
5595,1,1076,90,30,13,Healthy
5596,5,1057,124,30,7,Healthy
5597,6,1058,131,30,5,Healthy
5598,6,1150,4,25,10,Low Stock
5599,2,1085,139,30,14,Healthy
5600,2,1113,56,30,10,Healthy
5601,1,1053,96,30,3,Healthy
5602,6,1106,125,30,15,Healthy
5603,2,1139,128,30,11,Healthy
5604,4,1114,97,30,9,Healthy
5605,3,1103,96,30,6,Healthy
5606,4,1138,75,30,15,Healthy
5607,3,1024,69,30,8,Healthy
5608,5,1085,489,50,4,Overstock
5609,4,1119,113,30,15,Healthy
5610,3,1138,75,30,10,Healthy
5611,2,1047,89,30,11,Healthy
5612,6,1143,54,30,10,Healthy
5613,5,1040,86,30,7,Healthy
5614,2,1029,136,30,6,Healthy
5615,3,1097,1,25,13,Low Stock
5616,6,1062,66,30,9,Healthy
5617,4,1027,2,25,15,Low Stock
5618,4,1091,93,30,12,Healthy
5619,5,1032,68,30,12,Healthy
5620,4,1081,144,30,8,Healthy
5621,5,1007,59,30,7,Healthy
5622,5,1075,79,30,11,Healthy
5623,5,1043,19,25,7,Low Stock
5624,2,1143,429,50,8,Overstock
5625,4,1133,66,30,11,Healthy
5626,1,1006,139,30,15,Healthy
5627,6,1093,491,50,14,Overstock
5628,5,1022,114,30,14,Healthy
5629,5,1015,92,30,6,Healthy
5630,1,1140,203,50,4,Overstock
5631,1,1106,107,30,7,Healthy
5632,5,1075,148,30,12,Healthy
5633,3,1131,61,30,11,Healthy
5634,6,1068,19,25,14,Low Stock
5635,1,1092,105,30,14,Healthy
5636,4,1062,94,30,11,Healthy
5637,2,1058,128,30,9,Healthy
5638,2,1074,67,30,8,Healthy
5639,2,1013,5,25,10,Low Stock
5640,4,1041,145,30,14,Healthy
5641,4,1136,122,30,7,Healthy
5642,1,1130,111,30,15,Healthy
5643,2,1103,100,30,14,Healthy
5644,3,1052,481,50,9,Overstock
5645,2,1077,15,25,4,Low Stock
5646,4,1066,16,25,15,Low Stock
5647,6,1054,83,30,8,Healthy
5648,4,1146,89,30,12,Healthy
5649,3,1002,66,30,8,Healthy
5650,3,1078,87,30,10,Healthy
5651,6,1075,135,30,14,Healthy
5652,3,1003,60,30,4,Healthy
5653,4,1015,53,30,10,Healthy
5654,4,1105,80,30,13,Healthy
5655,2,1051,149,30,3,Healthy
5656,3,1008,90,30,4,Healthy
5657,4,1057,53,30,4,Healthy
5658,2,1140,8,25,10,Low Stock
5659,5,1041,146,30,9,Healthy
5660,4,1091,129,30,11,Healthy
5661,3,1150,20,25,6,Low Stock
5662,4,1033,83,30,6,Healthy
5663,2,1071,53,30,4,Healthy
5664,2,1060,122,30,6,Healthy
5665,5,1081,72,30,10,Healthy
5666,6,1041,89,30,10,Healthy
5667,6,1120,380,50,11,Overstock
5668,4,1096,109,30,3,Healthy
5669,5,1123,91,30,15,Healthy
5670,1,1077,96,30,14,Healthy
5671,5,1061,100,30,11,Healthy
5672,1,1111,14,25,7,Low Stock
5673,4,1011,51,30,4,Healthy
5674,3,1140,104,30,5,Healthy
5675,4,1062,63,30,9,Healthy
5676,4,1066,85,30,4,Healthy
5677,1,1007,81,30,7,Healthy
5678,5,1089,10,25,9,Low Stock
5679,1,1147,10,25,5,Low Stock
5680,4,1008,65,30,3,Healthy
5681,5,1020,130,30,10,Healthy
5682,5,1019,97,30,7,Healthy
5683,4,1030,140,30,7,Healthy
5684,3,1112,218,50,13,Overstock
5685,1,1042,1,25,12,Low Stock
5686,4,1051,129,30,12,Healthy
5687,2,1061,138,30,5,Healthy
5688,2,1046,123,30,11,Healthy
5689,6,1003,52,30,8,Healthy
5690,3,1073,135,30,3,Healthy
5691,1,1113,142,30,4,Healthy
5692,2,1110,128,30,13,Healthy
5693,2,1089,146,30,11,Healthy
5694,2,1122,50,30,7,Healthy
5695,2,1010,439,50,13,Overstock
5696,4,1031,134,30,8,Healthy
5697,3,1036,52,30,3,Healthy
5698,6,1050,87,30,10,Healthy
5699,4,1084,124,30,8,Healthy
5700,2,1034,18,25,9,Low Stock
5701,6,1079,94,30,9,Healthy
5702,2,1094,95,30,13,Healthy
5703,1,1032,76,30,7,Healthy
5704,4,1042,201,50,7,Overstock
5705,4,1014,65,30,5,Healthy
5706,2,1120,101,30,9,Healthy
5707,3,1115,18,25,14,Low Stock
5708,6,1120,72,30,12,Healthy
5709,3,1116,73,30,3,Healthy
5710,1,1024,98,30,15,Healthy
5711,2,1082,71,30,15,Healthy
5712,4,1058,135,30,3,Healthy
5713,5,1062,68,30,10,Healthy
5714,5,1024,100,30,11,Healthy
5715,3,1013,55,30,9,Healthy
5716,4,1067,132,30,9,Healthy
5717,4,1010,82,30,5,Healthy
5718,2,1027,344,50,5,Overstock
5719,3,1122,53,30,4,Healthy
5720,1,1116,99,30,15,Healthy
5721,3,1108,17,25,7,Low Stock
5722,6,1147,364,50,12,Overstock
5723,2,1033,93,30,7,Healthy
5724,4,1102,125,30,10,Healthy
5725,1,1055,80,30,10,Healthy
5726,5,1115,5,25,12,Low Stock
5727,5,1105,133,30,11,Healthy
5728,6,1093,58,30,5,Healthy
5729,5,1038,99,30,4,Healthy
5730,4,1133,11,25,15,Low Stock
5731,6,1033,2,25,10,Low Stock
5732,5,1022,16,25,13,Low Stock
5733,3,1034,83,30,13,Healthy
5734,3,1147,322,50,13,Overstock
5735,6,1067,75,30,5,Healthy
5736,3,1088,109,30,14,Healthy
5737,4,1133,109,30,4,Healthy
5738,3,1053,19,25,7,Low Stock
5739,3,1013,82,30,9,Healthy
5740,2,1113,2,25,8,Low Stock
5741,3,1063,78,30,11,Healthy
5742,2,1053,119,30,8,Healthy
5743,3,1084,142,30,10,Healthy
5744,6,1009,13,25,5,Low Stock
5745,6,1086,356,50,3,Overstock
5746,6,1094,100,30,5,Healthy
5747,4,1065,148,30,9,Healthy
5748,2,1087,7,25,5,Low Stock
5749,2,1061,55,30,9,Healthy
5750,1,1001,134,30,11,Healthy
5751,5,1038,59,30,9,Healthy
5752,5,1043,5,25,11,Low Stock
5753,3,1117,116,30,13,Healthy
